,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Note_joueurs,Nb_avis,Note_GK,Editeur,Licence,Date_Test_GK,Distributeur,Développeur,Éditeur,French_name
134,107,Crash Bandicoot 3: Warped,PS,1998.0,Platform,Sony Computer Entertainment,3.68,1.75,1.42,0.28,7.13,8.2,89.0,7.0,Sony Interactive Entertainment Europe,Crash Bandicoot,2000-09-29,,Naughty Dog,Sony Interactive Entertainment Europe,Crash Bandicoot 3: Warped
135,108,Super Smash Bros. Melee,GC,2001.0,Fighting,Nintendo,4.41,1.04,1.39,0.22,7.07,,,,Nintendo,,,,HAL Laboratory,Nintendo,Super Smash Bros. Melee
136,109,Mario Kart 8,WiiU,2014.0,Racing,Nintendo,3.13,2.07,1.27,0.49,6.96,8.4,439.0,8,Nintendo,,,,Nintendo,,
137,110,Fallout 4,PS4,2015.0,Role-Playing,Bethesda Softworks,2.47,3.15,0.24,1.1,6.96,6.6,147.0,6.0,Bethesda Softworks,Fallout,2015-11-09,,Bethesda Game Studios,Bethesda Softworks,Fallout 4
138,111,Mario Kart: Double Dash!!,GC,2003.0,Racing,Nintendo,4.12,1.77,0.87,0.19,6.95,8.0,304.0,8,Nintendo,,,,Nintendo,,
139,112,Just Dance 4,Wii,2012.0,Misc,Ubisoft,4.14,2.21,0.0,0.56,6.91,6.0,6.0,6.0,Ubisoft,Just Dance,2012-10-04,,Ubisoft Montpellier,Ubisoft,Just Dance 4
140,113,FIFA 14,PS3,2013.0,Sports,Electronic Arts,0.78,4.32,0.07,1.73,6.9,6.9,102.0,7.5,Electronic Arts,FIFA EA Sports,2013-09-23,,EA Canada,Electronic Arts,FIFA 14
141,114,Need for Speed Underground 2,PS2,2004.0,Racing,Electronic Arts,2.71,3.02,0.08,1.09,6.9,6.6,58.0,6,Electronic Arts,Need For Speed ,,,EA Canada,,
142,115,Medal of Honor: Frontline,PS2,2002.0,Shooter,Electronic Arts,2.93,2.75,0.17,0.99,6.83,7.1,58.0,8,Electronic Arts,Medal of Honor ,,,Electronic Arts,,
143,116,Uncharted 3: Drake's Deception,PS3,2011.0,Action,Sony Computer Entertainment,2.77,2.8,0.19,1.06,6.83,7.9,456.0,8,Sony Interactive Entertainment,Uncharted ,,,Naughty Dog,,
144,117,Crash Bandicoot,PS,1996.0,Platform,Sony Computer Entertainment,3.23,2.35,0.94,0.3,6.82,6.9,13.0,7,Activision,Crash Bandicoot ,,,Toys for Bob,,
145,118,Zumba Fitness,Wii,2010.0,Sports,505 Games,3.5,2.64,0.0,0.67,6.81,5.5,2.0,,Majesco Entertainment,Zumba Fitness,2010-12-08,,Pipeworks Software,Majesco Entertainment,Zumba Fitness
146,119,Gears of War 2,X360,2008.0,Shooter,Microsoft Game Studios,4.15,1.92,0.06,0.64,6.76,8.2,317.0,8.0,Xbox Game Studios,Gears of War,2008-11-07,,Epic Games,Xbox Game Studios,Gears of War 2
147,120,Uncharted 2: Among Thieves,PS3,2009.0,Action,Sony Computer Entertainment,3.27,2.25,0.21,1.0,6.73,8.6,582.0,9.0,Sony Interactive Entertainment Europe,Uncharted,2009-10-13,Sony Interactive Entertainment Europe,Naughty Dog,Sony Interactive Entertainment Europe,Uncharted 2 : Among Thieves
148,120,Uncharted 2: Among Thieves,PS3,2009.0,Action,Sony Computer Entertainment,3.27,2.25,0.21,1.0,6.73,8.6,582.0,9.0,Sony Interactive Entertainment Europe,Uncharted,2009-10-13,Sony Interactive Entertainment Europe,Naughty Dog,Sony Interactive Entertainment Europe,Uncharted 2: Among Thieves
149,121,Call of Duty 4: Modern Warfare,PS3,2007.0,Shooter,Activision,3.1,2.3,0.28,1.04,6.72,7.7,290.0,6.8,Activision,Call of Duty,2007-11-09,Activision,Infinity Ward,Activision,Call of Duty 4 : Modern Warfare
150,121,Call of Duty 4: Modern Warfare,PS3,2007.0,Shooter,Activision,3.1,2.3,0.28,1.04,6.72,7.7,290.0,6.8,Activision,Call of Duty,2007-11-09,Activision,Infinity Ward,Activision,Call of Duty 4: Modern Warfare
151,122,FIFA 12,PS3,2011.0,Sports,Electronic Arts,0.84,4.32,0.11,1.42,6.69,7.5,127.0,6.833333333333333,Electronic Arts,FIFA EA Sports,2012-02-17,,EA Canada,Electronic Arts,FIFA 12
152,123,Big Brain Academy,DS,2005.0,Misc,Nintendo,1.67,2.78,1.6,0.62,6.67,,,,,,,,,,
153,124,Red Dead Redemption,PS3,2010.0,Action,Take-Two Interactive,2.79,2.61,0.17,1.03,6.6,8.6,613.0,9.0,Rockstar Games,Red Dead Revolver,2010-05-21,,Rockstar Games,Rockstar Games,Red Dead Redemption 2
154,124,Red Dead Redemption,PS3,2010.0,Action,Take-Two Interactive,2.79,2.61,0.17,1.03,6.6,8.6,613.0,9.0,Rockstar Games,Red Dead Revolver,2010-05-21,,Rockstar Games,Rockstar Games,Red Dead Redemption
155,125,FIFA 15,PS4,2014.0,Sports,Electronic Arts,0.79,4.29,0.05,1.47,6.59,6.7,57.0,6.0,Electronic Arts,FIFA EA Sports,2014-09-25,,,Electronic Arts,FIFA 15
156,126,Donkey Kong Country Returns,Wii,2010.0,Platform,Nintendo,3.25,1.84,1.03,0.47,6.59,8.3,206.0,8.0,Nintendo,Donkey Kong,2010-12-02,,Retro Studios,Nintendo,Donkey Kong Country Returns
157,127,The Elder Scrolls V: Skyrim,PS3,2011.0,Role-Playing,Bethesda Softworks,2.55,2.71,0.25,1.05,6.56,8.3,510.0,7.333333333333333,Bethesda Softworks,The Elder Scrolls,2011-11-11,,Bethesda Softworks,Bethesda Softworks,The Elder Scrolls V : Skyrim
158,127,The Elder Scrolls V: Skyrim,PS3,2011.0,Role-Playing,Bethesda Softworks,2.55,2.71,0.25,1.05,6.56,8.3,510.0,7.333333333333333,Bethesda Softworks,The Elder Scrolls,2011-11-11,,Bethesda Softworks,Bethesda Softworks,The Elder Scrolls V: Skyrim
159,128,The Legend of Zelda,NES,1986.0,Action,Nintendo,3.74,0.93,1.69,0.14,6.51,8.3,176.0,6.0,Nintendo,The Legend of Zelda,2004-07-09,,Nintendo,Nintendo,The Legend of Zelda : Breath of the Wild
160,128,The Legend of Zelda,NES,1986.0,Action,Nintendo,3.74,0.93,1.69,0.14,6.51,8.3,176.0,6.0,Nintendo,The Legend of Zelda,2004-07-09,,Nintendo,Nintendo,The Legend of Zelda
161,129,Assassin's Creed III,PS3,2012.0,Action,Ubisoft,2.64,2.56,0.16,1.14,6.5,7.0,406.0,8.0,Ubisoft,Assassin's Creed,2012-11-30,,Ubisoft Kiev,Ubisoft,Assassin's Creed III
162,130,Halo: Combat Evolved,XB,2001.0,Shooter,Microsoft Game Studios,4.98,1.3,0.08,0.07,6.43,8.1,247.0,7.666666666666667,Xbox Game Studios,Halo,2001-11-26,,Gearbox Software,Xbox Game Studios,Halo : Combat Evolved
163,130,Halo: Combat Evolved,XB,2001.0,Shooter,Microsoft Game Studios,4.98,1.3,0.08,0.07,6.43,8.1,247.0,7.666666666666667,Xbox Game Studios,Halo,2001-11-26,,Gearbox Software,Xbox Game Studios,Halo: Combat Evolved
164,131,Pokémon Emerald Version,GBA,2004.0,Role-Playing,Nintendo,2.57,1.58,2.06,0.21,6.41,8.0,40.0,7,Nintendo,Pokémon ,,,Nintendo,,
165,132,Kingdom Hearts,PS2,2002.0,Role-Playing,Sony Computer Entertainment,3.64,1.2,1.49,0.07,6.4,7.8,148.0,6.0,Sony Interactive Entertainment Europe,Kingdom Hearts,2002-11-19,,Squaresoft,Sony Interactive Entertainment Europe,Kingdom Hearts
166,133,Pokémon Crystal Version,GB,2000.0,Role-Playing,Nintendo,2.55,1.56,1.29,0.99,6.39,8.0,46.0,6,Pokémon ,Pokémon ,,,Nintendo,,
167,134,Halo 3: ODST,X360,2009.0,Shooter,Microsoft Game Studios,4.34,1.35,0.06,0.61,6.36,6.6,94.0,6.0,Xbox Game Studios,Halo,2009-09-22,,Bungie,Xbox Game Studios,Halo 3 : ODST
168,134,Halo 3: ODST,X360,2009.0,Shooter,Microsoft Game Studios,4.34,1.35,0.06,0.61,6.36,6.6,94.0,6.0,Xbox Game Studios,Halo,2009-09-22,,Bungie,Xbox Game Studios,Halo 3: ODST
169,135,Red Dead Redemption,X360,2010.0,Action,Take-Two Interactive,3.7,1.97,0.09,0.57,6.34,8.6,613.0,9.0,Rockstar Games,Red Dead Revolver,2010-05-21,,Rockstar Games,Rockstar Games,Red Dead Redemption 2
170,135,Red Dead Redemption,X360,2010.0,Action,Take-Two Interactive,3.7,1.97,0.09,0.57,6.34,8.6,613.0,9.0,Rockstar Games,Red Dead Revolver,2010-05-21,,Rockstar Games,Rockstar Games,Red Dead Redemption
171,136,Super Mario Sunshine,GC,2002.0,Platform,Nintendo,4.01,1.26,0.87,0.17,6.31,,,,Nintendo,Mario ,,,Nintendo,Nintendo,Super Mario Sunshine
172,137,Street Fighter II: The World Warrior,SNES,1992.0,Fighting,Capcom,2.47,0.83,2.87,0.12,6.3,8.3,124.0,,Capcom,Street Fighter ,,,Capcom,,
173,138,World of Warcraft,PC,2004.0,Role-Playing,Activision,0.07,6.21,0.0,0.0,6.28,8.3,166.0,8.0,Blizzard Entertainment,Warcraft,2005-02-11,Vivendi Games,Blizzard Entertainment,Blizzard Entertainment,World of Warcraft
174,139,Driver,PS,1999.0,Action,GT Interactive,3.11,2.8,0.02,0.33,6.27,7.3,78.0,8.0,GT Interactive Software,Driver,2000-09-18,,Ubisoft Reflections,GT Interactive Software,Driver
175,140,Kinect Sports,X360,2010.0,Sports,Microsoft Game Studios,3.92,1.78,0.03,0.51,6.24,6.2,13.0,5.0,Xbox Game Studios,Kinect Sports,2010-11-05,,Rare,Xbox Game Studios,Kinect Sports
176,141,Gears of War 3,X360,2011.0,Shooter,Microsoft Game Studios,4.05,1.62,0.07,0.49,6.24,7.8,264.0,8.0,Xbox Game Studios,Gears of War,2011-09-20,,Epic Games,Xbox Game Studios,Gears of War 3
177,142,Gears of War,X360,2006.0,Shooter,Microsoft Game Studios,3.54,1.9,0.07,0.6,6.11,7.9,368.0,8.0,Xbox Game Studios,Gears of War,2007-11-16,,Epic Games,Xbox Game Studios,Gears of War
178,143,Metal Gear Solid 2: Sons of Liberty,PS2,2001.0,Action,Konami Digital Entertainment,2.45,2.01,0.87,0.72,6.05,8.4,303.0,9.0,Konami,Metal Gear,2002-01-29,,Konami,Konami,Metal Gear Solid 2 : Sons of Liberty
179,143,Metal Gear Solid 2: Sons of Liberty,PS2,2001.0,Action,Konami Digital Entertainment,2.45,2.01,0.87,0.72,6.05,8.4,303.0,9.0,Konami,Metal Gear,2002-01-29,,Konami,Konami,Metal Gear Solid 2: Sons of Liberty
180,144,Sonic the Hedgehog 2,GEN,1992.0,Platform,Sega,4.47,1.2,0.16,0.19,6.03,8.2,217.0,,Sega,Sonic ,,,Sonic Team,,
181,145,Metal Gear Solid 4: Guns of the Patriots,PS3,2008.0,Action,Konami Digital Entertainment,2.63,1.74,0.83,0.83,6.03,7.9,373.0,8.0,Konami,Metal Gear,2008-06-14,,Kojima Productions,Konami,Metal Gear Solid 4 : Guns of the Patriots
182,145,Metal Gear Solid 4: Guns of the Patriots,PS3,2008.0,Action,Konami Digital Entertainment,2.63,1.74,0.83,0.83,6.03,7.9,373.0,8.0,Konami,Metal Gear,2008-06-14,,Kojima Productions,Konami,Metal Gear Solid 4: Guns of the Patriots
183,146,Metal Gear Solid,PS,1998.0,Action,Konami Digital Entertainment,3.18,1.83,0.78,0.24,6.03,,,,Konami,Metal Gear ,,,Kojima Productions,Konami,Metal Gear Solid V : The Phantom Pain
184,147,The Last of Us,PS3,2013.0,Action,Sony Computer Entertainment Europe,2.41,2.28,0.28,1.01,5.99,8.8,726.0,9.0,Sony Interactive Entertainment,The Last of Us,2014-07-28,,Naughty Dog,Sony Interactive Entertainment,The Last of Us
185,148,Final Fantasy XII,PS2,2006.0,Role-Playing,Square Enix,1.88,0.0,2.33,1.74,5.95,7.7,314.0,9.0,Square Enix,Final Fantasy,2007-02-22,,Square Enix,Virtuos Games,Final Fantasy XII : The Zodiac Age
186,148,Final Fantasy XII,PS2,2006.0,Role-Playing,Square Enix,1.88,0.0,2.33,1.74,5.95,7.7,314.0,9.0,Square Enix,Final Fantasy,2007-02-22,,Square Enix,Virtuos Games,Final Fantasy XII
187,149,LittleBigPlanet,PS3,2008.0,Platform,Sony Computer Entertainment,2.8,2.05,0.17,0.9,5.92,,,,Sony Interactive Entertainment Europe,LittleBigPlanet ,,,Media Molecule,Sony Interactive Entertainment Europe,LittleBigPlanet
188,150,Dragon Quest IX: Sentinels of the Starry Skies,DS,2009.0,Role-Playing,Nintendo,0.66,0.69,4.35,0.15,5.84,7.8,115.0,8,Nintendo,Dragon Quest ,,,Level-5,,
189,151,LEGO Star Wars: The Complete Saga,Wii,2007.0,Action,LucasArts,3.66,1.63,0.0,0.53,5.83,6.9,63.0,6,LucasArts Entertainment,,,Activision,"""Traveller's Tales""",,
190,152,Resident Evil 2,PS,1998.0,Action,Virgin Interactive,1.88,1.47,2.02,0.45,5.82,8.2,235.0,5.0,Capcom,Resident Evil,2003-06-03,,Capcom,Capcom,Resident Evil 2 (Remake)
191,152,Resident Evil 2,PS,1998.0,Action,Virgin Interactive,1.88,1.47,2.02,0.45,5.82,8.2,235.0,5.0,Capcom,Resident Evil,2003-06-03,,Capcom,Capcom,Resident Evil 2
192,153,Tekken 2,PS,1996.0,Fighting,Sony Computer Entertainment,2.26,1.89,1.36,0.23,5.74,7.7,60.0,,Namco,Tekken ,,Sony Interactive Entertainment Europe,Namco,,
193,154,Cooking Mama,DS,2006.0,Simulation,505 Games,3.13,1.94,0.07,0.58,5.72,4.4,8.0,5.0,505 Games,Mama,2007-05-25,Digital Bros.,Office Create,505 Games,Cooking Mama
194,155,Destiny,PS4,2014.0,Shooter,Activision,2.49,2.05,0.16,0.96,5.65,6.7,116.0,6.0,Activision,Destiny,2014-09-12,,Bungie,Activision,Destiny
195,156,Tetris,NES,1988.0,Puzzle,Nintendo,2.97,0.69,1.81,0.11,5.58,,,,Nintendo,Tetris ,,,Bullet-Proof Software,Nintendo,Tetris
196,157,Assassin's Creed II,PS3,2009.0,Action,Ubisoft,2.54,1.95,0.21,0.87,5.57,7.9,556.0,7.75,Ubisoft,Assassin's Creed,2010-03-05,,Ubisoft Montréal,Ubisoft,Assassin's Creed II
197,158,Super Smash Bros.,N64,1999.0,Fighting,Nintendo,2.95,0.6,1.97,0.04,5.55,,,,Bandai Namco Games,Nintendo,,,Nintendo,Bandai Namco Games,Super Smash Bros. Ultimate
198,159,Assassin's Creed,X360,2007.0,Adventure,Ubisoft,3.28,1.65,0.07,0.55,5.55,7.0,532.0,7.0,Ubisoft,Assassin's Creed,2008-04-11,,,,
199,159,Assassin's Creed,X360,2007.0,Adventure,Ubisoft,3.28,1.65,0.07,0.55,5.55,7.0,532.0,7.0,Ubisoft,Assassin's Creed,2008-04-11,,,,Assassin's Creed
200,160,Batman: Arkham City,PS3,2011.0,Action,Warner Bros. Interactive Entertainment,2.7,1.91,0.11,0.8,5.53,8.3,487.0,8.0,Warner Bros. Interactive Entertainment,Batman,2011-10-19,,Rocksteady Studios,Warner Bros. Interactive Entertainment,Batman : Arkham City
201,160,Batman: Arkham City,PS3,2011.0,Action,Warner Bros. Interactive Entertainment,2.7,1.91,0.11,0.8,5.53,8.3,487.0,8.0,Warner Bros. Interactive Entertainment,Batman,2011-10-19,,Rocksteady Studios,Warner Bros. Interactive Entertainment,Batman: Arkham City
202,161,Forza Motorsport 3,X360,2009.0,Racing,Microsoft Game Studios,2.99,1.92,0.1,0.51,5.51,8.1,104.0,8.0,Xbox Game Studios,Forza Motorsport,2009-10-14,,Turn 10,Xbox Game Studios,Forza Motorsport 3
203,162,Monster Hunter Freedom Unite,PSP,2008.0,Role-Playing,Capcom,0.47,0.57,4.13,0.34,5.5,7.4,34.0,6.0,Capcom,Monster Hunter,2009-06-29,,Capcom,Capcom,Monster Hunter Freedom Unite
204,163,Super Mario Advance,GBA,2001.0,Platform,Nintendo,3.14,1.24,0.91,0.2,5.49,8.9,197.0,9,Nintendo,Mario ,,,Nintendo,,
205,164,Mario Kart: Super Circuit,GBA,2001.0,Racing,Nintendo,2.62,1.64,0.99,0.23,5.47,7.8,140.0,9,Nintendo,,,,Intelligent Systems,,
206,165,Super Mario World,GBA,2001.0,Platform,Nintendo,3.21,1.11,0.95,0.2,5.46,8.9,286.0,9.0,Nintendo,Mario,2002-03-11,,Nintendo,Nintendo,Super Mario World
207,166,Pokemon Stadium,N64,1999.0,Strategy,Nintendo,3.18,1.24,0.94,0.09,5.45,6.6,57.0,6,Nintendo,Pokémon ,,,HAL Laboratory,,
208,167,Call of Duty: World at War,PS3,2008.0,Shooter,Activision,2.72,1.87,0.0,0.84,5.43,6.6,89.0,6.0,Activision,Call of Duty,2008-12-03,,Treyarch,Activision,Call of Duty : World at War
209,167,Call of Duty: World at War,PS3,2008.0,Shooter,Activision,2.72,1.87,0.0,0.84,5.43,6.6,89.0,6.0,Activision,Call of Duty,2008-12-03,,Treyarch,Activision,Call of Duty: World at War
210,168,Crash Bandicoot: The Wrath of Cortex,PS2,2001.0,Platform,Universal Interactive,2.07,2.29,0.24,0.82,5.42,6.5,16.0,5,Universal Interactive Studios,Crash Bandicoot ,,Vivendi Games,"""Traveller's Tales""",,
211,169,Minecraft,PS3,2014.0,Misc,Sony Computer Entertainment,1.97,2.51,0.0,0.94,5.42,8.0,186.0,7.5,Xbox Game Studios,Minecraft,2012-02-14,,Mojang Studios,Xbox Game Studios,Minecraft
212,170,Final Fantasy XIII,PS3,2009.0,Role-Playing,Square Enix,1.74,1.24,1.87,0.52,5.36,6.4,465.0,7.0,Square Enix,Final Fantasy,2010-03-09,,Square Enix,Square Enix,Final Fantasy XIII
213,171,Dr. Mario,GB,1989.0,Puzzle,Nintendo,2.18,0.96,2.0,0.2,5.34,7.4,34.0,5.0,Nintendo,Mario,2005-01-18,,,,
214,171,Dr. Mario,GB,1989.0,Puzzle,Nintendo,2.18,0.96,2.0,0.2,5.34,7.4,34.0,5.0,Nintendo,Mario,2005-01-18,,,,Dr. Mario
215,172,Pokemon Pinball,GB,1999.0,Misc,Nintendo,3.02,1.12,1.01,0.16,5.31,7.1,7.0,7,Nintendo,Pokémon ,,,Nintendo,,
216,173,Assassin's Creed III,X360,2012.0,Action,Ubisoft,3.13,1.71,0.03,0.44,5.3,7.0,406.0,8.0,Ubisoft,Assassin's Creed,2012-11-30,,Ubisoft Kiev,Ubisoft,Assassin's Creed III
217,174,Final Fantasy IX,PS,2000.0,Role-Playing,SquareSoft,1.62,0.77,2.78,0.14,5.3,8.6,350.0,7.5,Squaresoft,Final Fantasy,2016-04-15,,Squaresoft,Squaresoft,Final Fantasy IX
218,175,Final Fantasy X-2,PS2,2003.0,Role-Playing,Electronic Arts,1.92,1.08,2.11,0.17,5.29,6.5,160.0,7.0,Square Enix,Final Fantasy,2004-02-23,Electronic Arts,Squaresoft,Square Enix,Final Fantasy X-2
219,176,Donkey Kong 64,N64,1999.0,Platform,Nintendo,3.33,0.79,1.09,0.06,5.27,7.1,88.0,5.0,Nintendo,Donkey Kong,2000-10-20,,Rare,Nintendo,Donkey Kong 64
220,177,Assassin's Creed II,X360,2009.0,Action,Ubisoft,3.1,1.56,0.08,0.51,5.27,7.9,556.0,7.75,Ubisoft,Assassin's Creed,2010-03-05,,Ubisoft Montréal,Ubisoft,Assassin's Creed II
221,178,Professor Layton and the Curious Village,DS,2007.0,Puzzle,Nintendo,1.22,2.48,1.03,0.52,5.26,7.7,162.0,7,Nintendo,Professeur Layton ,,Nintendo,Nintendo,,
222,179,Tomb Raider II,PS,1997.0,Action,Eidos Interactive,2.3,2.46,0.2,0.28,5.24,7.6,139.0,,Eidos Interactive,Tomb Raider ,,,Core Design,,
223,180,Madden NFL 2004,PS2,2003.0,Sports,Electronic Arts,4.26,0.26,0.01,0.71,5.23,0.0,0.0,8.0,Electronic Arts,Madden NFL,2003-09-17,,EA Sports,Electronic Arts,Madden NFL 2004
224,181,Dragon Quest VIII: Journey of the Cursed King,PS2,2004.0,Role-Playing,Square Enix,0.65,0.75,3.61,0.2,5.21,8.2,234.0,8,Square Enix,Dragon Quest ,,Ubisoft,Level-5,,
225,182,Diablo III,PC,2012.0,Role-Playing,Activision,2.43,2.15,0.0,0.62,5.2,7.5,413.0,8.0,Blizzard Entertainment,Diablo,2014-08-12,Vivendi Games,Blizzard Entertainment,Blizzard Entertainment,Diablo III
226,183,Super Mario Bros. 3,GBA,2003.0,Platform,Nintendo,2.93,1.25,0.83,0.2,5.2,8.9,197.0,9.0,Nintendo,Mario,2003-10-21,,Nintendo,Nintendo,Super Mario Bros. 3
227,184,New Super Mario Bros. U,WiiU,2012.0,Platform,Nintendo,2.32,1.3,1.27,0.31,5.19,7.1,172.0,7.0,Nintendo,Mario,2012-11-26,,Nintendo,Nintendo,New Super Mario Bros. U
228,185,Super Mario Land 3: Wario Land,GB,1994.0,Platform,Nintendo,2.49,0.98,1.57,0.15,5.19,7.9,70.0,,Nintendo,,,,Nintendo,,
229,186,FIFA Soccer 13,X360,2012.0,Action,Electronic Arts,1.08,3.48,0.03,0.58,5.18,7.7,136.0,9,Electronic Arts,FIFA EA Sports ,,,EA Canada,,
230,187,The Legend of Zelda: Phantom Hourglass,DS,2007.0,Action,Nintendo,1.9,1.83,0.95,0.49,5.17,7.4,243.0,8.0,Nintendo,The Legend of Zelda,2007-10-17,,Nintendo,Nintendo,The Legend of Zelda : Phantom Hourglass
231,187,The Legend of Zelda: Phantom Hourglass,DS,2007.0,Action,Nintendo,1.9,1.83,0.95,0.49,5.17,7.4,243.0,8.0,Nintendo,The Legend of Zelda,2007-10-17,,Nintendo,Nintendo,The Legend of Zelda: Phantom Hourglass
232,188,Donkey Kong Country 2: Diddy's Kong Quest,SNES,1995.0,Platform,Nintendo,2.1,0.74,2.2,0.11,5.15,8.6,98.0,7.0,Nintendo,Donkey Kong,2004-06-28,,Nintendo,Nintendo,Donkey Kong Country 2 : Diddy's Kong Quest
233,188,Donkey Kong Country 2: Diddy's Kong Quest,SNES,1995.0,Platform,Nintendo,2.1,0.74,2.2,0.11,5.15,8.6,98.0,7.0,Nintendo,Donkey Kong,2004-06-28,,Nintendo,Nintendo,Donkey Kong Country 2: Diddy's Kong Quest
234,189,Tomodachi Life,3DS,2013.0,Simulation,Nintendo,0.96,2.02,1.89,0.28,5.15,6.0,12.0,4.0,Nintendo,Tomodachi Collection,2014-06-06,,,Nintendo,Tomodachi Life
235,190,Mario & Sonic at the Olympic Games,DS,2008.0,Sports,Sega,1.64,2.48,0.44,0.58,5.14,6.1,48.0,6,Sega,,,Sega,,Sega,Mario & Sonic aux Jeux Olympiques
236,191,Medal of Honor: Rising Sun,PS2,2003.0,Shooter,Electronic Arts,1.98,2.23,0.13,0.8,5.13,5.8,22.0,5,Electronic Arts,Medal of Honor ,,,,Electronic Arts,Medal of Honor : Soleil Levant
237,192,Kirby's Dream Land,GB,1992.0,Platform,Nintendo,2.71,0.61,1.7,0.11,5.13,7.7,15.0,,Nintendo,Kirby ,,,HAL Laboratory,,
238,193,Fable III,X360,2010.0,Role-Playing,Microsoft Game Studios,3.59,1.11,0.05,0.38,5.13,6.4,156.0,7.0,Xbox Game Studios,Fable,2010-10-26,,Lionhead Studios,Xbox Game Studios,Fable III
239,194,Call of Duty: Advanced Warfare,XOne,2014.0,Shooter,Activision,3.21,1.53,0.01,0.38,5.13,6.7,111.0,6.0,Activision,Call of Duty,2014-11-03,,Sledgehammer Games,Activision,Call of Duty : Advanced Warfare
240,194,Call of Duty: Advanced Warfare,XOne,2014.0,Shooter,Activision,3.21,1.53,0.01,0.38,5.13,6.7,111.0,6.0,Activision,Call of Duty,2014-11-03,,Sledgehammer Games,Activision,Call of Duty: Advanced Warfare
241,195,Microsoft Flight Simulator,PC,1996.0,Simulation,Microsoft Game Studios,3.22,1.69,0.0,0.2,5.12,8.2,9.0,9.0,Xbox Game Studios,Flight Simulator,2020-08-18,,Asobo Studio,Xbox Game Studios,Microsoft Flight Simulator
242,196,Guitar Hero II,PS2,2006.0,Misc,RedOctane,3.81,0.63,0.0,0.68,5.12,7.9,65.0,8.0,RedOctane,Guitar Hero,2007-04-03,Activision,Harmonix Music Systems,RedOctane,Guitar Hero II
243,197,Resident Evil 5,PS3,2009.0,Action,Capcom,1.96,1.43,1.08,0.65,5.11,6.7,316.0,7.0,Capcom,Resident Evil,2009-03-13,,Capcom,Capcom,Resident Evil 5
244,198,Grand Theft Auto V,XOne,2014.0,Action,Take-Two Interactive,2.66,2.01,0.0,0.41,5.08,8.5,595.0,9.0,Rockstar Games,Grand Theft Auto (GTA),2013-09-16,,Rockstar North,Rockstar Games,Grand Theft Auto V
245,199,Grand Theft Auto: Vice City Stories,PSP,2006.0,Action,Take-Two Interactive,1.7,2.02,0.16,1.21,5.08,7.3,57.0,6.5,Rockstar Games,Grand Theft Auto (GTA),2006-11-08,,Rockstar Leeds,Rockstar Games,Grand Theft Auto : Vice City Stories
246,199,Grand Theft Auto: Vice City Stories,PSP,2006.0,Action,Take-Two Interactive,1.7,2.02,0.16,1.21,5.08,7.3,57.0,6.5,Rockstar Games,Grand Theft Auto (GTA),2006-11-08,,Rockstar Leeds,Rockstar Games,Grand Theft Auto: Vice City Stories
247,200,FIFA Soccer 11,PS3,2010.0,Sports,Electronic Arts,0.6,3.29,0.06,1.13,5.08,7.5,108.0,8,Electronic Arts,FIFA EA Sports ,,,EA Canada,,
248,201,Super Mario Bros.,GB,1999.0,Platform,Nintendo,3.4,1.3,0.15,0.22,5.07,,,,Nintendo,,,,Nintendo,Nintendo,Super Mario Bros.
249,202,Resident Evil,PS,1996.0,Action,Virgin Interactive,2.05,1.16,1.11,0.73,5.05,,,,,,,,,,
250,202,Resident Evil,PS,1996.0,Action,Virgin Interactive,2.05,1.16,1.11,0.73,5.05,,,,,,,,,,Resident Evil
251,203,Tony Hawk's Pro Skater,PS,1999.0,Sports,Activision,3.42,1.38,0.02,0.2,5.02,7.7,3.0,8,Activision,Tony Hawk ,,,Vicarious Visions,,
252,204,Super Smash Bros. for Wii U and 3DS,WiiU,2014.0,Fighting,Nintendo,2.59,1.06,0.8,0.57,5.02,8.3,279.0,9,Nintendo,,,,Namco,,
253,205,Warzone 2100,PS,1999.0,Strategy,Eidos Interactive,2.79,1.89,0.0,0.33,5.01,6.5,8.0,,Eidos Interactive,,,,Pumpkin Studios,,
254,206,Spyro the Dragon,PS,1998.0,Platform,Sony Computer Entertainment,3.36,1.36,0.07,0.21,5.0,7.7,47.0,,Sony Interactive Entertainment,Spyro ,,,Insomniac Games,,
255,207,Link's Crossbow Training,Wii,2007.0,Shooter,Nintendo,3.06,1.18,0.29,0.46,5.0,5.5,66.0,5.0,Nintendo,The Legend of Zelda,2007-12-07,,Nintendo,Nintendo,Link's Crossbow Training
256,208,Guitar Hero III: Legends of Rock,PS2,2007.0,Misc,Activision,3.49,0.01,0.01,1.48,4.98,7.2,114.0,7.0,RedOctane,Guitar Hero,2007-11-26,Activision,Neversoft Entertainment,RedOctane,Guitar Hero III : Legends of Rock
257,208,Guitar Hero III: Legends of Rock,PS2,2007.0,Misc,Activision,3.49,0.01,0.01,1.48,4.98,7.2,114.0,7.0,RedOctane,Guitar Hero,2007-11-26,Activision,Neversoft Entertainment,RedOctane,Guitar Hero III: Legends of Rock
